Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,WorkLifeBalance,YearsAtCompany,EmployeeType,TenureOfEmployee,GradeOfEmployee,LeaveCount_wellnessOfEmployee,yearsOfEmployeement
22,No,Research & Development,26,2,Other,2,3,Married,2814,1,2,4,Temp,24,A,9,2
50,No,Research & Development,20,5,Medical,2,3,Married,11245,2,3,30,Permanent,22,C,18,2
32,No,Research & Development,5,4,Other,2,4,Married,3312,3,3,3,Temp,24,B,24,13
44,No,Research & Development,7,3,Medical,2,4,Divorced,19049,0,2,22,Permanent,15,B,1,4
30,No,Research & Development,7,3,Medical,2,2,Married,2141,1,2,6,Temp,7,D,6,8
45,No,Research & Development,5,5,Medical,3,1,Single,5769,1,3,10,Permanent,16,C,9,11
45,No,Sales,26,3,Marketing,1,1,Married,4385,1,3,10,Permanent,18,A,25,1
31,No,Sales,2,4,Other,4,1,Single,5332,7,3,5,Permanent,13,B,16,9
36,No,Research & Development,12,4,Life Sciences,3,3,Married,4663,9,3,3,Permanent,14,B,14,9
34,No,Research & Development,10,4,Life Sciences,3,4,Divorced,4724,1,3,9,Permanent,25,A,6,7
49,No,Research & Development,25,4,Life Sciences,3,1,Married,3211,1,2,9,Temp,14,A,7,2
39,No,Research & Development,10,5,Medical,2,1,Married,5377,2,3,7,Permanent,3,C,19,5
27,No,Research & Development,19,3,Other,4,1,Divorced,4066,1,3,7,Temp,25,B,10,2
35,No,Research & Development,18,5,Life Sciences,2,1,Married,5208,1,3,16,Temp,19,D,13,11
28,No,Research & Development,27,3,Medical,2,1,Divorced,4877,0,2,5,Permanent,23,A,26,1
21,No,Research & Development,5,1,Medical,3,4,Single,3117,1,3,2,Temp,4,C,3,11
18,Yes,Sales,3,2,Medical,2,4,Single,1569,1,4,0,Temp,24,A,25,4
47,No,Human Resources,26,4,Life Sciences,4,3,Married,19658,3,3,5,Temp,22,D,29,11
39,No,Research & Development,3,2,Medical,3,3,Divorced,3069,0,3,10,Temp,10,C,9,2
40,No,Research & Development,15,3,Life Sciences,1,3,Married,10435,1,3,18,Permanent,8,C,30,1
35,No,Research & Development,8,4,Life Sciences,3,3,Married,4148,1,3,14,Temp,25,A,20,8
37,No,Research & Development,19,3,Life Sciences,3,3,Married,5768,3,2,4,Temp,22,C,3,7
39,No,Research & Development,4,3,Medical,1,3,Single,5042,0,1,9,Temp,10,C,6,2
45,No,Research & Development,2,2,Other,4,4,Divorced,5770,1,3,10,Temp,25,D,9,9
38,No,Research & Development,2,2,Medical,4,3,Married,7756,3,4,5,Permanent,12,A,5,4
35,Yes,Sales,10,3,Medical,4,1,Married,10306,9,3,13,Temp,11,B,12,18
37,No,Research & Development,10,3,Medical,2,2,Married,3936,1,1,8,Temp,12,A,20,9
40,No,Research & Development,16,3,Life Sciences,3,4,Single,7945,6,2,4,Temp,20,B,28,7
44,No,Human Resources,1,5,Human Resources,1,4,Married,5743,4,3,10,Permanent,22,D,17,12
48,No,Research & Development,4,5,Medical,3,4,Married,15202,2,3,2,Permanent,16,B,28,4
35,Yes,Sales,15,2,Medical,1,4,Divorced,5440,6,2,2,Permanent,20,A,14,16
24,No,Research & Development,2,1,Technical Degree,1,4,Single,3760,1,3,6,Permanent,20,A,12,2
27,No,Research & Development,8,3,Medical,2,3,Married,3517,7,3,3,Permanent,20,D,11,9
27,No,Research & Development,2,3,Medical,4,4,Single,2580,2,2,4,Permanent,23,B,13,11
40,Yes,Research & Development,7,3,Life Sciences,1,1,Single,2166,3,1,4,Permanent,2,D,5,8
29,No,Sales,10,3,Medical,3,3,Single,5869,9,3,5,Permanent,23,A,15,16
36,No,Research & Development,5,4,Life Sciences,2,1,Married,8008,4,3,3,Permanent,18,B,1,14
25,No,Research & Development,2,1,Life Sciences,4,3,Divorced,5206,1,3,7,Permanent,4,D,23,8
39,No,Research & Development,12,3,Medical,4,2,Married,5295,4,3,5,Permanent,6,C,6,4
49,No,Research & Development,22,4,Other,1,2,Married,16413,3,3,4,Permanent,21,D,10,9
50,No,Research & Development,17,5,Life Sciences,4,1,Divorced,13269,5,3,14,Temp,24,A,24,12
20,No,Sales,2,3,Medical,3,3,Single,2783,1,3,2,Permanent,8,A,24,7
34,No,Research & Development,3,3,Life Sciences,4,2,Divorced,5433,1,3,11,Permanent,19,D,14,7
36,No,Research & Development,7,3,Life Sciences,1,2,Single,2013,2,3,4,Permanent,9,D,20,10
49,No,Research & Development,6,1,Life Sciences,3,3,Married,13966,2,3,15,Permanent,16,B,18,3
36,No,Research & Development,1,4,Medical,4,3,Married,4374,0,3,3,Permanent,20,C,27,2
36,No,Research & Development,3,2,Life Sciences,4,1,Divorced,6842,6,3,5,Temp,11,A,26,7
54,No,Research & Development,22,5,Medical,2,3,Married,17426,3,3,10,Temp,4,D,17,4
43,No,Research & Development,15,2,Life Sciences,3,3,Married,17603,1,3,14,Permanent,16,C,1,4
35,Yes,Sales,12,4,Other,4,4,Single,4581,3,4,11,Permanent,19,C,12,7
38,No,Research & Development,1,3,Life Sciences,4,4,Married,4735,7,4,13,Permanent,10,B,7,7
29,No,Sales,5,3,Medical,1,2,Divorced,4187,1,2,10,Temp,15,D,10,10
33,No,Sales,2,4,Medical,4,4,Divorced,5505,1,3,6,Permanent,7,C,16,6
32,No,Research & Development,2,3,Medical,4,2,Divorced,5470,0,2,9,Permanent,8,B,2,5
31,No,Sales,5,4,Life Sciences,1,4,Married,5476,1,3,10,Permanent,4,A,14,2
49,No,Research & Development,16,3,Medical,4,1,Divorced,2587,4,2,2,Permanent,9,D,3,5
38,No,Research & Development,2,3,Medical,4,2,Single,2440,1,3,4,Permanent,20,B,6,11
47,No,Sales,2,4,Life Sciences,2,2,Divorced,15972,6,3,3,Permanent,16,D,6,16
49,No,Research & Development,1,3,Life Sciences,3,3,Single,15379,4,3,8,Temp,15,A,16,9
41,No,Sales,23,2,Life Sciences,4,3,Single,7082,3,3,2,Permanent,4,A,10,6
20,No,Sales,9,1,Life Sciences,4,1,Single,2728,1,3,2,Permanent,19,D,16,2
33,No,Sales,16,3,Life Sciences,3,4,Divorced,5368,1,3,6,Permanent,7,B,22,6
36,No,Research & Development,26,4,Life Sciences,1,3,Married,5347,6,2,3,Temp,11,D,9,13
44,No,Human Resources,1,3,Life Sciences,3,4,Divorced,3195,4,3,2,Temp,16,B,4,6
23,Yes,Research & Development,8,1,Medical,4,3,Single,3989,1,3,5,Permanent,21,A,18,4
38,No,Research & Development,4,2,Medical,4,3,Married,3306,7,2,0,Permanent,21,D,9,13
53,No,Research & Development,24,4,Medical,2,4,Married,7005,3,3,4,Permanent,25,A,11,4
48,Yes,Sales,7,2,Medical,4,3,Married,2655,2,3,9,Temp,18,A,19,8
32,Yes,Research & Development,2,4,Life Sciences,4,2,Single,1393,1,3,1,Permanent,6,D,19,9
26,No,Research & Development,7,3,Medical,4,4,Single,2570,1,3,7,Permanent,11,A,26,8
55,No,Research & Development,22,3,Technical Degree,1,2,Divorced,3537,5,3,4,Permanent,20,B,17,11
34,No,Research & Development,5,2,Medical,2,4,Married,3986,1,4,15,Permanent,4,A,28,8
60,No,Research & Development,1,4,Medical,3,4,Divorced,10883,3,4,1,Temp,5,D,26,10
33,No,Research & Development,21,3,Medical,2,2,Married,2028,1,3,14,Temp,15,B,5,2
37,No,Sales,1,4,Medical,3,4,Divorced,9525,1,2,6,Permanent,2,C,7,2
34,No,Research & Development,19,3,Life Sciences,2,4,Married,2929,1,3,10,Temp,16,B,23,3
23,Yes,Sales,7,3,Life Sciences,3,4,Divorced,2275,1,3,3,Permanent,10,D,9,11
44,No,Research & Development,2,3,Life Sciences,3,4,Married,7879,1,3,8,Temp,9,A,12,9
35,No,Research & Development,2,4,Medical,1,4,Single,4930,0,4,5,Temp,25,D,12,4
43,No,Sales,2,3,Medical,4,4,Married,7847,1,3,10,Permanent,25,A,4,6
24,No,Research & Development,9,3,Medical,3,3,Married,4401,1,3,5,Permanent,14,A,1,11
41,No,Sales,6,3,Marketing,4,3,Single,9241,1,3,10,Permanent,13,C,14,10
29,No,Research & Development,9,4,Medical,4,3,Married,2974,9,3,5,Permanent,7,D,17,14
36,No,Sales,2,4,Life Sciences,3,4,Single,4502,3,2,13,Permanent,9,A,9,13
45,No,Research & Development,1,1,Life Sciences,3,3,Married,10748,3,2,23,Temp,14,A,24,3
24,Yes,Human Resources,22,1,Human Resources,4,3,Married,1555,1,3,1,Permanent,16,A,15,8
47,Yes,Sales,9,3,Life Sciences,3,3,Married,12936,7,1,23,Permanent,14,D,14,16
26,No,Research & Development,17,4,Medical,4,3,Married,2305,1,4,3,Temp,19,B,12,9
45,No,Research & Development,28,2,Technical Degree,4,2,Single,16704,1,3,21,Permanent,17,C,6,7
32,No,Research & Development,10,3,Life Sciences,1,3,Married,3433,6,2,5,Permanent,16,D,30,12
31,No,Research & Development,2,4,Life Sciences,2,3,Married,3477,1,4,5,Permanent,9,C,9,2
41,No,Human Resources,4,3,Human Resources,3,2,Married,6430,6,3,3,Permanent,7,B,4,16
40,No,Research & Development,8,2,Life Sciences,2,1,Married,6516,2,3,1,Permanent,20,B,2,6
24,No,Research & Development,29,1,Medical,2,1,Divorced,3907,1,4,6,Permanent,21,C,30,8
46,No,Research & Development,13,4,Life Sciences,3,2,Single,5562,6,3,10,Permanent,11,C,3,14
35,No,Research & Development,27,4,Life Sciences,4,3,Married,6883,2,3,7,Temp,15,C,17,9
30,No,Research & Development,16,1,Life Sciences,2,4,Married,2862,1,2,10,Temp,8,D,30,3
47,No,Sales,2,4,Marketing,3,2,Married,4978,7,1,1,Temp,6,D,17,11
46,No,Sales,2,3,Life Sciences,3,4,Divorced,10368,4,2,10,Permanent,9,A,26,6
36,Yes,Sales,13,5,Marketing,2,1,Divorced,6134,5,3,2,Permanent,9,D,1,5
32,Yes,Sales,1,2,Life Sciences,1,2,Single,6735,6,3,0,Permanent,24,D,9,11
23,No,Research & Development,4,1,Medical,3,2,Single,3295,1,1,3,Temp,12,D,10,2
31,No,Research & Development,24,1,Technical Degree,4,4,Single,5238,2,2,5,Permanent,5,A,29,6
39,No,Research & Development,1,3,Life Sciences,4,4,Married,6472,1,3,9,Temp,22,A,15,9
32,No,Sales,19,3,Life Sciences,4,3,Married,9610,3,1,4,Temp,14,D,28,12
40,No,Sales,7,4,Medical,2,2,Single,19833,1,2,21,Permanent,20,B,8,2
45,No,Human Resources,4,3,Life Sciences,3,3,Married,9756,4,4,5,Permanent,18,D,21,6
30,No,Research & Development,2,4,Technical Degree,4,1,Single,4968,0,3,9,Permanent,24,B,24,3
24,No,Human Resources,10,3,Medical,1,4,Married,2145,0,3,2,Permanent,24,C,18,6
30,Yes,Human Resources,8,3,Human Resources,3,4,Divorced,2180,6,2,4,Temp,10,B,14,16
31,No,Sales,5,3,Technical Degree,1,3,Married,8346,1,3,5,Permanent,8,A,0,10
27,No,Research & Development,8,3,Medical,3,4,Single,3445,1,2,6,Temp,15,A,24,8
29,Yes,Sales,9,3,Marketing,2,2,Single,2760,1,3,2,Temp,14,D,5,7
29,No,Research & Development,1,3,Life Sciences,4,3,Single,6294,8,4,3,Permanent,2,B,29,12
30,No,Sales,15,2,Marketing,3,1,Divorced,7140,2,3,7,Temp,22,A,13,12
34,No,Research & Development,2,4,Medical,4,4,Married,2932,0,3,5,Permanent,23,A,7,3
33,No,Sales,2,3,Marketing,4,2,Single,5147,8,2,11,Permanent,3,A,0,10
49,No,Sales,11,4,Marketing,4,4,Single,4507,3,4,5,Temp,25,C,29,3
33,Yes,Sales,16,3,Life Sciences,1,1,Single,8564,2,2,0,Permanent,10,B,24,12
38,No,Research & Development,2,2,Medical,3,2,Married,2468,4,2,6,Permanent,13,D,3,9
31,Yes,Sales,16,4,Marketing,1,3,Married,8161,2,3,1,Temp,20,D,4,10
29,No,Research & Development,4,3,Technical Degree,4,1,Divorced,2109,1,3,1,Temp,24,C,28,10
30,No,Research & Development,16,3,Life Sciences,3,3,Married,5294,3,3,7,Permanent,11,D,29,13
32,No,Research & Development,5,4,Technical Degree,2,2,Single,2718,2,3,7,Permanent,10,D,1,11
38,No,Research & Development,18,3,Medical,2,4,Married,5811,3,3,1,Permanent,18,D,24,6
43,Yes,Research & Development,17,3,Technical Degree,3,3,Married,2437,9,3,1,Temp,4,B,24,12
42,No,Research & Development,12,3,Medical,2,2,Divorced,2766,8,2,5,Permanent,10,B,9,10
55,No,Research & Development,2,3,Medical,3,1,Married,19038,8,3,1,Permanent,18,A,21,11
33,No,Research & Development,4,3,Technical Degree,4,2,Divorced,3055,5,2,9,Temp,19,C,27,15
41,No,Research & Development,9,4,Life Sciences,3,1,Divorced,2289,1,3,5,Permanent,3,D,16,6
34,No,Sales,10,3,Life Sciences,4,3,Divorced,4001,1,3,15,Permanent,23,A,1,9
53,No,Research & Development,1,4,Medical,1,3,Married,12965,4,2,3,Permanent,19,A,2,9
43,No,Human Resources,2,3,Life Sciences,2,4,Single,3539,0,3,9,Temp,14,D,11,2
34,No,Sales,3,2,Life Sciences,4,4,Single,6029,5,3,2,Permanent,15,D,7,9
21,Yes,Sales,7,1,Marketing,2,2,Single,2679,1,3,1,Permanent,17,D,14,1
38,No,Research & Development,6,2,Other,4,3,Married,3702,1,3,5,Permanent,24,A,17,10
22,Yes,Research & Development,8,1,Medical,3,1,Married,2398,1,3,1,Permanent,20,B,19,5
31,No,Sales,29,4,Marketing,1,4,Married,5468,1,3,12,Temp,21,A,0,2
51,No,Research & Development,3,3,Technical Degree,1,3,Married,13116,2,3,2,Permanent,14,A,22,12
37,No,Sales,9,2,Marketing,2,2,Married,4189,1,3,5,Temp,2,B,18,4
46,No,Research & Development,2,4,Medical,3,4,Divorced,19328,7,3,2,Permanent,10,D,29,7
36,No,Research & Development,10,3,Life Sciences,4,1,Married,8321,7,3,12,Temp,19,A,8,8
44,Yes,Research & Development,1,2,Medical,3,2,Divorced,2342,1,2,5,Permanent,16,A,30,5
37,No,Human Resources,8,2,Other,3,2,Divorced,4071,2,2,10,Permanent,12,A,10,6
35,Yes,Sales,27,3,Life Sciences,3,4,Single,5813,1,3,10,Temp,14,A,19,10
33,No,Research & Development,8,4,Life Sciences,4,1,Married,3143,6,3,10,Temp,17,A,27,12
28,No,Research & Development,1,3,Life Sciences,3,4,Married,2044,1,4,5,Temp,15,B,8,11
39,No,Research & Development,10,1,Medical,3,3,Single,13464,7,3,4,Permanent,24,B,29,12
46,No,Sales,26,2,Life Sciences,2,2,Single,7991,8,3,2,Temp,18,A,25,8
40,No,Research & Development,2,2,Life Sciences,3,1,Married,3377,4,2,4,Permanent,8,B,8,11
42,No,Research & Development,13,3,Medical,2,1,Married,5538,5,2,0,Temp,22,D,20,15
35,No,Research & Development,2,2,Medical,2,4,Divorced,5762,2,3,7,Permanent,11,B,28,4
38,No,Human Resources,2,3,Human Resources,1,2,Divorced,2592,5,3,11,Permanent,5,B,0,14
34,Yes,Research & Development,9,4,Life Sciences,4,1,Married,5346,4,2,7,Permanent,6,A,28,4
37,Yes,Research & Development,10,4,Medical,4,1,Single,4213,1,1,10,Permanent,10,B,29,2
39,No,Sales,20,3,Life Sciences,3,4,Divorced,4127,2,3,2,Permanent,10,A,2,4
43,No,Research & Development,9,3,Life Sciences,1,3,Single,2438,4,2,3,Permanent,24,C,25,11
41,No,Research & Development,5,3,Life Sciences,2,2,Single,6870,3,1,3,Permanent,18,D,15,9
41,No,Sales,4,1,Marketing,3,3,Divorced,10447,0,4,22,Permanent,8,A,2,1
30,No,Research & Development,10,3,Medical,1,3,Single,9667,9,3,7,Temp,3,B,25,19
26,Yes,Human Resources,20,2,Medical,4,2,Married,2148,0,3,5,Temp,3,A,7,5
46,Yes,Research & Development,21,2,Medical,4,2,Married,8926,4,4,9,Permanent,10,A,30,6
40,No,Research & Development,1,3,Life Sciences,3,4,Divorced,6513,4,3,5,Permanent,17,B,23,9
34,No,Sales,8,2,Technical Degree,2,3,Married,6799,1,3,10,Temp,9,D,13,8
58,No,Sales,2,3,Medical,2,2,Divorced,16291,4,2,16,Temp,9,B,17,5
35,No,Research & Development,23,4,Medical,2,3,Married,2705,0,4,5,Permanent,13,D,5,9
47,No,Research & Development,4,3,Life Sciences,3,2,Divorced,10333,8,3,22,Permanent,12,B,23,14
40,No,Research & Development,12,3,Life Sciences,2,1,Divorced,4448,2,3,7,Permanent,2,A,22,2
54,No,Research & Development,7,4,Medical,4,4,Married,6854,4,2,7,Permanent,15,C,24,5
31,No,Sales,7,4,Marketing,1,1,Married,9637,2,3,3,Permanent,12,D,19,8
28,No,Research & Development,1,3,Medical,3,1,Married,3591,1,3,3,Permanent,11,C,2,9
38,No,Sales,2,4,Marketing,2,4,Married,5405,2,2,4,Permanent,17,B,20,6
26,No,Sales,10,3,Medical,3,4,Single,4684,1,3,5,Temp,10,D,1,3
58,No,Research & Development,15,4,Life Sciences,1,3,Married,15787,2,3,2,Permanent,7,D,19,7
18,No,Research & Development,14,3,Medical,2,3,Single,1514,1,1,0,Permanent,5,A,10,11
31,Yes,Human Resources,18,5,Human Resources,4,1,Married,2956,0,3,1,Temp,24,D,21,8
29,Yes,Human Resources,13,3,Human Resources,1,1,Divorced,2335,4,3,2,Temp,22,A,4,14
45,No,Sales,2,4,Life Sciences,3,3,Married,5154,4,4,8,Permanent,13,D,9,10
36,No,Research & Development,2,4,Other,4,2,Married,6962,4,3,1,Permanent,13,A,3,11
43,No,Sales,2,4,Life Sciences,1,4,Married,5675,1,3,7,Permanent,21,D,9,8
27,No,Research & Development,5,2,Life Sciences,4,4,Single,2379,0,2,5,Temp,23,D,9,5
29,No,Research & Development,20,1,Medical,4,4,Married,3812,1,4,11,Temp,22,A,25,9
32,No,Sales,10,4,Marketing,4,4,Single,4648,8,4,0,Permanent,17,A,2,17
42,No,Research & Development,10,4,Technical Degree,3,3,Married,2936,3,2,6,Permanent,9,D,14,10
47,No,Research & Development,9,4,Life Sciences,2,3,Single,2105,4,3,2,Permanent,3,D,23,5
46,No,Research & Development,2,2,Life Sciences,4,4,Divorced,8578,3,2,9,Permanent,16,A,11,13
28,No,Human Resources,1,2,Life Sciences,3,4,Divorced,2706,1,3,3,Permanent,13,A,0,6
29,No,Research & Development,29,1,Life Sciences,4,3,Divorced,6384,8,3,7,Permanent,22,A,5,14
42,No,Research & Development,8,3,Life Sciences,4,3,Single,3968,4,3,0,Permanent,13,A,29,8
32,Yes,Sales,2,4,Marketing,3,2,Single,9907,7,2,2,Permanent,4,D,14,17
46,No,Sales,3,3,Technical Degree,1,1,Divorced,13225,2,3,19,Temp,25,D,2,7
27,No,Sales,23,1,Medical,2,3,Married,3540,1,3,9,Temp,20,D,21,2
29,No,Human Resources,6,1,Medical,4,2,Married,2804,1,3,1,Permanent,2,B,16,5
43,No,Research & Development,6,3,Medical,1,3,Married,19392,7,3,16,Permanent,10,A,9,12
48,No,Research & Development,10,3,Life Sciences,4,2,Married,19665,4,3,22,Permanent,9,A,23,10
29,Yes,Research & Development,24,2,Life Sciences,4,4,Single,2439,1,2,1,Permanent,22,A,3,1
46,Yes,Sales,10,3,Life Sciences,3,2,Married,7314,5,3,8,Permanent,14,D,16,11
27,No,Research & Development,15,3,Life Sciences,4,1,Married,4774,0,2,7,Permanent,20,A,26,9
39,No,Research & Development,19,4,Other,4,4,Divorced,3902,8,3,2,Permanent,11,B,16,12
55,No,Research & Development,2,4,Technical Degree,2,4,Married,2662,8,4,5,Permanent,12,B,21,10
28,No,Sales,3,3,Medical,2,2,Married,2856,1,3,1,Permanent,20,D,30,6
30,Yes,Sales,9,3,Medical,2,4,Single,1081,1,2,1,Permanent,4,C,12,1
22,Yes,Research & Development,7,1,Life Sciences,4,2,Single,2472,1,3,1,Temp,19,B,21,6
36,No,Sales,10,4,Technical Degree,2,3,Married,5673,1,3,10,Permanent,23,C,28,6
31,No,Research & Development,20,3,Life Sciences,2,3,Divorced,4197,1,3,10,Permanent,2,A,27,8
34,No,Sales,4,3,Life Sciences,3,4,Married,9713,2,3,5,Permanent,5,B,4,11
29,No,Research & Development,7,3,Life Sciences,4,1,Single,2062,3,3,3,Permanent,18,B,19,3
37,No,Research & Development,7,4,Medical,4,1,Married,4284,5,3,5,Permanent,19,D,1,5
35,No,Research & Development,16,2,Other,4,2,Married,4788,0,3,3,Permanent,19,D,26,10
45,No,Research & Development,25,2,Life Sciences,2,4,Married,5906,0,2,9,Permanent,18,A,4,2
36,No,Human Resources,2,1,Human Resources,2,4,Single,3886,1,2,10,Temp,2,C,13,4
40,No,Research & Development,1,4,Life Sciences,1,1,Divorced,16823,2,3,19,Permanent,9,A,13,9
26,No,Research & Development,1,2,Life Sciences,2,3,Married,2933,1,2,1,Permanent,12,B,21,5
27,No,Sales,2,2,Medical,1,3,Single,6500,0,2,8,Permanent,23,C,30,4
48,No,Research & Development,22,3,Medical,4,4,Divorced,17174,3,3,22,Permanent,4,A,10,8
44,No,Research & Development,1,4,Life Sciences,2,1,Married,5033,2,3,2,Permanent,14,D,10,11
34,Yes,Research & Development,16,4,Technical Degree,4,1,Married,2307,1,3,5,Temp,11,A,4,9
56,Yes,Research & Development,24,2,Life Sciences,1,4,Single,2587,1,3,4,Permanent,20,C,16,2
36,No,Sales,17,2,Marketing,3,2,Married,5507,2,1,4,Temp,19,C,18,10
41,No,Sales,8,3,Marketing,3,2,Married,4393,5,3,5,Permanent,11,C,19,8
42,No,Research & Development,6,3,Medical,3,1,Married,13348,9,4,13,Temp,8,D,27,11
31,No,Sales,10,2,Medical,3,4,Divorced,6583,2,3,5,Temp,20,D,23,4
34,No,Sales,3,1,Medical,4,4,Married,8103,3,2,4,Temp,24,A,19,9
31,No,Research & Development,4,3,Medical,1,3,Divorced,3978,8,2,2,Temp,6,B,12,8
26,No,Research & Development,6,3,Other,3,4,Married,2544,0,3,7,Permanent,25,D,18,8
45,No,Research & Development,1,4,Medical,2,3,Single,5399,4,3,4,Temp,15,B,11,13
33,No,Sales,10,4,Marketing,2,3,Single,5487,1,2,10,Permanent,14,B,25,11
28,No,Sales,1,2,Life Sciences,3,4,Married,6834,1,3,7,Permanent,4,D,5,6
29,Yes,Sales,24,3,Technical Degree,3,1,Single,1091,1,3,1,Permanent,6,A,17,3
39,No,Sales,21,4,Life Sciences,1,3,Married,5736,6,3,3,Permanent,11,A,9,8
27,No,Research & Development,2,4,Technical Degree,2,2,Married,2226,1,2,5,Permanent,12,A,29,7
34,No,Research & Development,22,4,Other,3,4,Married,5747,1,3,15,Permanent,10,D,9,3
28,Yes,Sales,13,2,Marketing,4,3,Single,9854,3,3,2,Temp,12,C,9,8
47,No,Research & Development,14,4,Technical Degree,3,2,Married,5467,8,4,8,Permanent,21,D,24,13
56,No,Sales,11,5,Marketing,4,1,Married,5380,4,3,0,Permanent,21,D,16,8
39,No,Research & Development,9,2,Medical,1,1,Married,5151,1,3,10,Temp,25,C,18,9
38,No,Research & Development,8,3,Medical,4,2,Divorced,2133,1,3,20,Permanent,24,C,3,3
58,No,Sales,21,3,Life Sciences,4,4,Married,17875,4,2,1,Permanent,17,B,27,5
32,Yes,Research & Development,5,2,Life Sciences,1,3,Single,2432,3,3,4,Temp,16,A,8,7
38,No,Research & Development,9,2,Life Sciences,2,4,Divorced,4771,2,4,5,Permanent,6,A,8,10
49,No,Research & Development,2,1,Life Sciences,2,4,Married,19161,3,3,5,Temp,4,B,10,3
42,No,Sales,12,4,Marketing,2,4,Divorced,5087,3,3,0,Temp,11,D,25,3
27,Yes,Human Resources,22,3,Human Resources,1,2,Married,2863,1,3,1,Permanent,24,B,30,1
35,No,Sales,18,4,Medical,2,1,Married,5561,0,1,5,Permanent,9,D,26,1
28,No,Research & Development,16,3,Medical,3,3,Single,2144,1,2,5,Permanent,2,B,25,7
31,No,Research & Development,3,2,Medical,3,1,Divorced,3065,1,4,4,Permanent,16,D,10,4
36,No,Research & Development,9,4,Life Sciences,1,2,Married,2810,1,3,5,Permanent,20,D,25,10
34,No,Sales,1,3,Marketing,1,4,Single,9888,1,2,14,Temp,4,D,16,10
34,No,Sales,13,4,Medical,4,3,Divorced,8628,1,2,8,Permanent,14,A,1,11
26,No,Research & Development,1,3,Medical,3,1,Single,2867,0,2,7,Permanent,11,C,25,9
29,No,Research & Development,1,3,Life Sciences,1,1,Married,5373,0,2,5,Temp,14,A,20,10
32,No,Research & Development,15,4,Medical,3,4,Divorced,6667,5,3,5,Permanent,4,A,29,12
31,No,Research & Development,1,3,Life Sciences,4,1,Married,5003,1,3,10,Permanent,18,D,10,9
28,Yes,Research & Development,17,3,Technical Degree,3,4,Divorced,2367,5,2,4,Permanent,21,A,3,14
38,No,Sales,1,3,Life Sciences,1,1,Single,2858,4,2,1,Permanent,11,C,1,8
35,No,Sales,7,4,Life Sciences,3,4,Married,5204,1,3,10,Permanent,15,A,6,5
27,No,Sales,9,3,Marketing,4,4,Single,4105,1,3,7,Permanent,15,B,1,5
32,No,Research & Development,5,4,Life Sciences,4,4,Single,9679,8,3,1,Permanent,13,D,22,16
31,Yes,Sales,26,4,Marketing,1,4,Married,5617,1,3,10,Permanent,7,A,15,7
53,Yes,Sales,24,4,Life Sciences,1,1,Single,10448,6,2,2,Permanent,6,D,29,9
54,No,Research & Development,9,2,Life Sciences,1,3,Married,2897,3,2,4,Permanent,24,C,20,12
33,No,Research & Development,7,2,Life Sciences,4,3,Divorced,5968,1,3,9,Permanent,7,A,23,2
43,No,Research & Development,11,3,Life Sciences,1,3,Married,7510,1,3,10,Temp,12,D,15,1
38,No,Human Resources,1,4,Other,4,2,Married,2991,0,3,6,Temp,23,A,7,7
55,No,Human Resources,26,4,Human Resources,3,2,Married,19636,4,3,10,Temp,12,B,19,10
31,No,Research & Development,2,1,Medical,4,4,Divorced,1129,1,3,1,Temp,15,B,22,8
39,No,Sales,15,4,Marketing,2,1,Single,13341,0,3,20,Permanent,12,D,24,5
42,No,Research & Development,23,2,Life Sciences,4,3,Single,4332,1,3,20,Temp,3,A,27,10
31,No,Research & Development,10,3,Medical,3,3,Married,11031,4,4,11,Permanent,23,C,1,14
54,No,Research & Development,10,3,Medical,3,1,Single,4440,6,3,5,Permanent,14,D,9,11
24,No,Research & Development,1,2,Life Sciences,2,3,Single,4617,1,2,4,Temp,21,B,10,8
23,No,Research & Development,12,2,Other,4,4,Single,2647,1,4,5,Permanent,24,A,21,1
40,No,Research & Development,11,3,Technical Degree,4,3,Married,6323,1,4,10,Temp,16,A,18,2
40,No,Sales,2,2,Marketing,2,2,Married,5677,3,3,11,Permanent,5,D,8,11
25,No,Human Resources,2,3,Human Resources,3,2,Married,2187,4,3,2,Permanent,15,C,14,14
30,No,Research & Development,1,2,Medical,4,2,Married,3748,1,2,12,Permanent,21,B,20,1
25,No,Research & Development,2,1,Other,4,3,Divorced,3977,6,2,2,Permanent,25,A,10,13
47,No,Research & Development,25,3,Medical,1,3,Single,8633,2,3,17,Permanent,20,B,9,3
33,No,Research & Development,1,2,Medical,2,3,Divorced,2008,1,2,1,Temp,4,B,3,2
38,No,Sales,1,4,Life Sciences,4,2,Married,4440,0,3,15,Permanent,16,D,5,4
31,No,Sales,2,2,Life Sciences,1,3,Married,3067,0,3,2,Temp,10,C,19,7
38,No,Research & Development,6,4,Life Sciences,1,3,Married,5321,2,3,8,Permanent,17,D,5,11
42,No,Research & Development,18,4,Life Sciences,4,1,Divorced,5410,6,2,4,Permanent,8,D,4,14
41,No,Research & Development,1,3,Life Sciences,4,4,Married,2782,3,3,5,Permanent,2,B,23,4
47,No,Research & Development,1,1,Medical,3,2,Married,11957,0,1,13,Temp,3,A,2,9
35,No,Research & Development,11,4,Medical,4,3,Married,2660,7,3,2,Permanent,25,C,16,17
